"Date","Price","Open","High","Low","Vol.","Change %"
"06/11/2020","17.889","18.335","18.390","17.600","90.45K","0.52%"
"06/10/2020","17.796","17.740","18.405","17.685","88.22K","0.01%"
"06/09/2020","17.794","17.945","17.990","17.685","54.90K","-0.55%"
"06/08/2020","17.893","17.545","17.980","17.495","61.18K","2.37%"
"06/05/2020","17.479","18.020","18.050","17.375","87.12K","-3.22%"
"06/04/2020","18.061","17.965","18.130","17.785","56.56K","0.57%"
"06/03/2020","17.958","18.395","18.405","17.675","72.24K","-1.65%"
"06/02/2020","18.260","18.850","18.900","18.115","78.44K","-3.01%"
"06/01/2020","18.827","18.635","18.950","18.455","62.65K","1.77%"
"05/29/2020","18.499","17.920","18.550","17.810","64.04K","2.96%"
"05/28/2020","17.967","17.800","18.110","17.685","61.04K","1.18%"
"05/27/2020","17.757","17.560","17.860","17.225","65.07K","0.92%"
"05/25/2020","17.595","17.690","18.040","17.370","77.62K","-0.55%"
"05/22/2020","17.693","17.435","17.770","17.190","51.24K","1.89%"
"05/21/2020","17.364","18.055","18.060","17.260","74.68K","-3.70%"
"05/20/2020","18.031","17.875","18.165","17.755","62.49K","0.73%"
"05/19/2020","17.901","17.370","18.010","17.340","66.69K","2.48%"
"05/18/2020","17.468","17.225","17.985","17.125","91.02K","2.33%"
"05/15/2020","17.070","16.185","17.150","16.155","80.68K","5.66%"
"05/14/2020","16.156","15.755","16.225","15.660","52.22K","3.09%"
"05/13/2020","15.671","15.625","15.910","15.545","42.56K","-0.24%"
"05/12/2020","15.709","15.700","15.880","15.525","35.61K","0.18%"
"05/11/2020","15.680","15.755","15.920","15.510","37.38K","-0.62%"
"05/08/2020","15.778","15.625","15.980","15.505","58.81K","1.21%"
"05/07/2020","15.590","14.920","15.695","14.920","49.27K","3.83%"
"05/06/2020","15.015","15.115","15.390","14.840","38.73K","-0.63%"
"05/05/2020","15.110","14.845","15.200","14.760","32.04K","2.12%"
"05/04/2020","14.796","15.075","15.225","14.760","37.06K","-0.95%"
"05/01/2020","14.938","15.075","15.150","14.820","32.19K","-0.23%"
"04/30/2020","14.973","15.530","15.940","14.850","66.67K","-2.23%"
"04/29/2020","15.315","15.330","15.605","15.235","42.10K","0.95%"
"04/28/2020","15.171","15.295","15.330","14.940","28.28K","-0.26%"
"04/27/2020","15.210","15.320","15.445","15.105","30.55K","-0.35%"
"04/24/2020","15.263","15.375","15.550","15.090","39.19K","-0.61%"
"04/23/2020","15.357","15.280","15.720","15.205","47.87K","0.14%"
"04/22/2020","15.335","14.960","15.365","14.775","42.94K","3.09%"
"04/21/2020","14.876","15.535","15.560","14.560","68.55K","-4.73%"
"04/20/2020","15.614","15.285","15.690","15.215","34.45K","2.09%"
"04/17/2020","15.295","15.750","15.800","15.195","41.18K","-2.09%"
"04/16/2020","15.622","15.650","15.915","15.430","43.47K","0.75%"
"04/15/2020","15.505","16.060","16.080","15.480","51.17K","-3.87%"
"04/14/2020","16.130","15.655","16.300","15.655","63.63K","3.82%"
"04/13/2020","15.537","15.875","15.975","15.385","50.16K","-3.21%"
"04/09/2020","16.053","15.215","16.090","15.175","64.32K","5.58%"
"04/08/2020","15.205","15.305","15.445","15.110","43.34K","-1.78%"
"04/07/2020","15.480","15.280","15.930","15.205","69.75K","2.05%"
"04/06/2020","15.169","14.540","15.405","14.355","52.88K","4.66%"
"04/03/2020","14.494","14.630","14.750","14.440","38.18K","-1.09%"
"04/02/2020","14.654","14.055","14.720","13.990","55.52K","4.79%"
"04/01/2020","13.984","14.145","14.265","13.895","44.03K","-1.22%"
"03/31/2020","14.156","14.205","14.500","14.055","50.96K","0.17%"
"03/30/2020","14.132","14.700","14.710","13.945","58.90K","-2.77%"
"03/27/2020","14.534","14.660","14.840","14.345","54.39K","-0.97%"
"03/26/2020","14.676","14.770","14.980","14.400","52.83K","-1.32%"
"03/25/2020","14.873","14.415","14.930","14.205","78.77K","4.32%"
"03/24/2020","14.257","13.320","14.435","13.220","109.94K","7.51%"
"03/23/2020","13.261","12.615","13.330","12.290","74.90K","7.07%"
"03/20/2020","12.385","12.125","13.095","12.005","81.76K","2.07%"
"03/19/2020","12.134","11.975","12.330","11.760","77.37K","3.08%"
"03/18/2020","11.772","12.610","12.905","11.640","122.77K","-5.79%"
"03/17/2020","12.495","12.860","13.230","12.110","111.38K","-2.50%"
"03/16/2020","12.816","15.100","15.245","11.770","148.46K","-11.61%"
"03/13/2020","14.500","15.825","15.890","14.425","162.45K","-9.40%"
"03/12/2020","16.005","16.720","16.910","15.505","147.26K","-4.60%"
"03/11/2020","16.776","16.875","17.110","16.660","56.85K","-1.06%"
"03/10/2020","16.955","17.020","17.200","16.790","76.90K","-0.58%"
"03/09/2020","17.054","17.490","17.615","16.550","128.27K","-1.21%"
"03/06/2020","17.263","17.450","17.575","17.015","94.55K","-0.75%"
"03/05/2020","17.393","17.230","17.465","17.150","53.48K","0.85%"
"03/04/2020","17.246","17.205","17.335","17.075","67.25K","0.34%"
"03/03/2020","17.188","16.665","17.480","16.665","114.57K","2.68%"
"03/02/2020","16.739","16.500","17.060","16.445","104.98K","1.71%"
"02/28/2020","16.457","17.760","17.885","16.400","221.54K","-7.21%"
"02/27/2020","17.735","17.945","18.160","17.630","122.38K","-0.56%"
"02/26/2020","17.834","17.965","18.170","17.745","96.32K","-1.96%"
"02/25/2020","18.191","18.625","18.640","17.820","153.70K","-3.63%"
"02/24/2020","18.876","18.650","18.920","18.510","140.49K","1.87%"
"02/21/2020","18.530","18.360","18.625","18.335","114.90K","1.15%"
"02/20/2020","18.319","18.425","18.440","18.205","98.11K","0.04%"
"02/19/2020","18.311","18.155","18.450","18.135","93.64K","0.65%"
"02/18/2020","18.192","17.760","18.240","17.760","0.56K","0.23%"
"02/17/2020","18.150","17.725","18.215","17.670","129.96K","2.35%"
"02/14/2020","17.734","17.625","17.790","17.595","56.24K","0.65%"
"02/13/2020","17.619","17.455","17.715","17.440","69.82K","0.70%"
"02/12/2020","17.497","17.620","17.650","17.435","73.62K","-0.57%"
"02/11/2020","17.597","17.755","17.800","17.550","70.84K","-1.06%"
"02/10/2020","17.785","17.705","17.825","17.665","57.05K","0.53%"
"02/07/2020","17.692","17.810","17.855","17.605","68.87K","-0.71%"
"02/06/2020","17.818","17.610","17.875","17.575","60.51K","1.23%"
"02/05/2020","17.602","17.565","17.710","17.465","59.86K","0.23%"
"02/04/2020","17.561","17.650","17.770","17.510","59.68K","-0.62%"
"02/03/2020","17.670","18.100","18.125","17.580","83.12K","-1.90%"
"01/31/2020","18.012","17.825","18.090","17.760","63.34K","0.11%"
"01/30/2020","17.992","17.540","18.040","17.520","96.96K","2.89%"
"01/29/2020","17.487","17.440","17.575","17.280","63.16K","0.17%"
"01/28/2020","17.458","18.095","18.115","17.420","110.54K","-3.31%"
"01/27/2020","18.056","18.260","18.375","18.040","67.72K","-0.31%"
"01/24/2020","18.113","17.800","18.145","17.740","68.05K","1.59%"
"01/23/2020","17.829","17.835","17.910","17.590","69.27K","0.01%"
"01/22/2020","17.828","17.785","17.930","17.675","57.76K","0.11%"
"01/21/2020","17.808","18.040","18.155","17.620","135.96K","0.00%"
"01/20/2020","17.808","18.040","18.155","17.620","135.96K","-1.47%"
"01/17/2020","18.073","17.950","18.185","17.905","69.18K","0.75%"
"01/16/2020","17.939","18.010","18.055","17.875","58.31K","-0.27%"
"01/15/2020","17.988","17.800","18.055","17.755","73.76K","1.39%"
"01/14/2020","17.742","17.975","17.985","17.690","84.39K","-1.41%"
"01/13/2020","17.996","18.130","18.130","17.935","59.33K","-0.60%"
"01/10/2020","18.105","17.920","18.175","17.860","80.66K","0.94%"
"01/09/2020","17.936","18.120","18.225","17.815","101.36K","-1.27%"
"01/08/2020","18.167","18.450","18.895","18.085","180.48K","-1.23%"
"01/07/2020","18.393","18.185","18.470","17.975","111.96K","1.18%"
"01/06/2020","18.179","18.170","18.550","18.045","136.41K","0.15%"
"01/03/2020","18.151","18.070","18.325","18.040","110.02K","0.58%"
"01/02/2020","18.046","17.905","18.150","17.830","90.11K","0.70%"
"12/31/2019","17.921","17.970","18.200","17.870","62.11K","-0.44%"
"12/30/2019","18.001","17.860","18.020","17.830","62.95K","0.32%"
"12/27/2019","17.943","17.995","18.050","17.815","70.18K","-0.26%"
"12/26/2019","17.990","17.830","18.135","17.810","89.08K","0.77%"
"12/24/2019","17.853","17.515","17.865","17.425","64.68K","2.02%"
"12/23/2019","17.499","17.230","17.520","17.230","65.08K","1.60%"
"12/20/2019","17.224","17.115","17.315","17.080","65.65K","0.41%"
"12/19/2019","17.154","17.065","17.180","16.950","47.39K","0.62%"
"12/18/2019","17.049","17.060","17.125","16.935","47.19K","-0.13%"
"12/17/2019","17.072","17.105","17.170","17.015","45.74K","-0.24%"
"12/16/2019","17.113","17.005","17.140","16.955","48.65K","0.59%"
"12/13/2019","17.012","16.970","17.095","16.895","77.90K","0.37%"
"12/12/2019","16.949","16.930","17.185","16.820","113.42K","0.59%"
"12/11/2019","16.849","16.710","17.025","16.650","62.67K","0.88%"
"12/10/2019","16.702","16.655","16.770","16.625","50.20K","0.36%"
"12/09/2019","16.642","16.600","16.730","16.565","53.51K","0.28%"
"12/06/2019","16.596","17.020","17.125","16.575","110.18K","-2.71%"
"12/05/2019","17.059","16.920","17.075","16.870","69.27K","0.85%"
"12/04/2019","16.916","17.250","17.415","16.865","112.99K","-1.92%"
"12/03/2019","17.248","16.980","17.285","16.945","90.11K","1.66%"
"12/02/2019","16.966","17.070","17.100","16.895","71.95K","-0.55%"
"11/29/2019","17.060","17.060","17.060","17.060","","-0.27%"
"11/28/2019","17.106","17.060","17.125","16.935","69.20K","1.15%"
"11/27/2019","16.912","17.060","17.065","16.875","26.89K","-0.78%"
"11/26/2019","17.045","16.780","17.085","16.780","84.26K","0.94%"
"11/25/2019","16.886","16.960","16.970","16.820","69.12K","-0.67%"
"11/22/2019","17.000","17.075","17.210","16.950","78.64K","-0.38%"
"11/21/2019","17.065","17.145","17.170","17.010","95.17K","-0.29%"
"11/20/2019","17.115","17.115","17.185","17.000","98.37K","-0.02%"
"11/19/2019","17.118","17.005","17.160","16.935","94.71K","0.69%"
"11/18/2019","17.000","16.950","17.030","16.705","94.06K","0.31%"
"11/15/2019","16.948","17.000","17.010","16.780","66.80K","-0.47%"
"11/14/2019","17.028","16.930","17.080","16.845","79.01K","0.68%"
"11/13/2019","16.913","16.720","17.000","16.720","99.84K","1.32%"
"11/12/2019","16.692","16.785","16.875","16.615","93.98K","-0.65%"
"11/11/2019","16.802","16.755","16.910","16.630","90.42K","-0.12%"
"11/08/2019","16.823","17.070","17.095","16.660","135.57K","-1.10%"
"11/07/2019","17.010","17.605","17.645","16.910","166.41K","-3.34%"
"11/06/2019","17.598","17.555","17.630","17.360","101.43K","0.17%"
"11/05/2019","17.568","18.060","18.085","17.520","141.97K","-2.76%"
"11/04/2019","18.066","18.125","18.230","17.960","78.10K","0.08%"
"11/01/2019","18.052","18.120","18.160","17.935","89.93K","-0.08%"
"10/31/2019","18.067","17.895","18.185","17.795","103.41K","1.12%"
"10/30/2019","17.867","17.820","17.965","17.590","84.39K","0.20%"
"10/29/2019","17.831","17.870","17.905","17.605","78.57K","-0.25%"
"10/28/2019","17.876","18.065","18.145","17.785","81.92K","-0.28%"
"10/25/2019","17.926","17.835","18.350","17.800","133.99K","0.69%"
"10/24/2019","17.804","17.575","17.860","17.485","76.01K","1.27%"
"10/23/2019","17.580","17.550","17.630","17.515","51.19K","0.46%"
"10/22/2019","17.500","17.580","17.680","17.440","56.64K","-0.58%"
"10/21/2019","17.602","17.615","17.895","17.530","76.35K","0.14%"
"10/18/2019","17.578","17.570","17.620","17.420","48.12K","-0.19%"
"10/17/2019","17.612","17.415","17.665","17.330","62.37K","1.06%"
"10/16/2019","17.427","17.430","17.490","17.180","80.64K","0.25%"
"10/15/2019","17.384","17.695","17.765","17.370","71.96K","-1.84%"
"10/14/2019","17.710","17.590","17.735","17.455","48.68K","0.95%"
"10/11/2019","17.544","17.540","17.785","17.370","102.67K","-0.33%"
"10/10/2019","17.602","17.800","17.935","17.455","93.95K","-1.17%"
"10/09/2019","17.810","17.775","18.000","17.720","67.68K","0.62%"
"10/08/2019","17.700","17.490","17.860","17.305","91.07K","0.91%"
"10/07/2019","17.540","17.665","17.700","17.435","35.22K","-0.48%"
"10/04/2019","17.625","17.630","17.745","17.330","59.58K","-0.29%"
"10/03/2019","17.676","17.630","17.845","17.515","70.00K","-0.04%"
"10/02/2019","17.683","17.310","17.730","17.240","70.48K","2.20%"
"10/01/2019","17.302","17.045","17.375","16.940","82.42K","1.79%"
"09/30/2019","16.998","17.590","17.660","16.980","96.15K","-3.70%"
"09/27/2019","17.652","17.885","17.960","17.345","134.22K","-1.45%"
"09/26/2019","17.912","17.990","18.110","17.785","110.04K","-0.89%"
"09/25/2019","18.073","18.680","18.750","17.875","132.58K","-2.98%"
"09/24/2019","18.628","18.655","18.810","18.315","132.63K","-0.44%"
"09/23/2019","18.711","18.030","18.780","17.990","129.34K","4.83%"
"09/20/2019","17.849","17.870","18.060","17.810","59.13K","-0.20%"
"09/19/2019","17.884","17.845","18.015","17.655","65.97K","-0.20%"
"09/18/2019","17.919","18.095","18.120","17.580","100.53K","-1.22%"
"09/17/2019","18.140","17.925","18.170","17.820","88.43K","0.63%"
"09/16/2019","18.026","17.755","18.075","17.690","108.43K","2.60%"
"09/13/2019","17.569","18.155","18.265","17.470","106.47K","-3.34%"
"09/12/2019","18.177","18.200","18.555","18.085","99.70K","0.04%"
"09/11/2019","18.170","18.095","18.335","17.970","84.66K","-0.09%"
"09/10/2019","18.186","18.090","18.265","17.855","116.63K","0.10%"
"09/09/2019","18.167","18.215","18.400","18.015","135.35K","0.26%"
"09/06/2019","18.119","18.715","18.890","18.045","221.80K","-3.66%"
"09/05/2019","18.807","19.645","19.675","18.570","194.13K","-3.79%"
"09/04/2019","19.547","19.350","19.750","19.280","156.69K","1.88%"
"09/03/2019","19.186","18.585","19.190","18.470","0.06K","-0.27%"
"09/02/2019","19.237","18.520","19.395","18.365","199.68K","4.88%"
"08/30/2019","18.342","18.365","18.575","18.165","115.42K","0.10%"
"08/29/2019","18.323","18.450","18.760","18.150","161.56K","0.03%"
"08/28/2019","18.318","18.145","18.475","18.025","97.74K","0.91%"
"08/27/2019","18.153","17.640","18.185","17.610","107.65K","2.90%"
"08/26/2019","17.641","17.500","17.755","17.495","108.83K","1.31%"
"08/23/2019","17.413","17.030","17.465","16.960","112.35K","2.19%"
"08/22/2019","17.040","17.115","17.130","16.915","70.97K","-0.65%"
"08/21/2019","17.151","17.125","17.180","16.975","70.32K","0.02%"
"08/20/2019","17.148","16.870","17.170","16.830","72.36K","1.23%"
"08/19/2019","16.940","17.125","17.175","16.820","80.55K","-1.06%"
"08/16/2019","17.122","17.250","17.315","17.030","71.92K","-0.53%"
"08/15/2019","17.214","17.190","17.370","17.075","96.52K","-0.38%"
"08/14/2019","17.280","16.950","17.305","16.855","116.02K","1.74%"
"08/13/2019","16.985","17.060","17.490","16.510","182.99K","-0.50%"
"08/12/2019","17.071","16.965","17.150","16.800","83.99K","0.83%"
"08/09/2019","16.931","16.940","17.140","16.860","98.62K","-0.03%"
"08/08/2019","16.936","17.100","17.225","16.810","124.04K","-1.51%"
"08/07/2019","17.196","16.450","17.260","16.450","174.98K","4.57%"
"08/06/2019","16.445","16.440","16.530","16.365","71.82K","0.32%"
"08/05/2019","16.393","16.260","16.590","16.135","114.33K","0.76%"
"08/02/2019","16.270","16.355","16.385","16.030","100.15K","0.56%"
"08/01/2019","16.180","16.280","16.405","15.935","122.90K","-1.37%"
"07/31/2019","16.405","16.585","16.600","16.215","107.09K","-0.92%"
"07/30/2019","16.558","16.500","16.640","16.425","57.74K","0.72%"
"07/29/2019","16.440","16.420","16.500","16.360","62.06K","0.26%"
"07/26/2019","16.397","16.455","16.550","16.355","80.58K","-0.09%"
"07/25/2019","16.411","16.620","16.685","16.345","121.09K","-1.29%"
"07/24/2019","16.626","16.435","16.680","16.350","84.63K","0.91%"
"07/23/2019","16.476","16.380","16.575","16.205","111.41K","0.40%"
"07/22/2019","16.411","16.255","16.455","16.195","98.27K","1.33%"
"07/19/2019","16.195","16.385","16.625","16.080","173.87K","-0.02%"
"07/18/2019","16.198","16.005","16.385","15.960","149.09K","1.42%"
"07/17/2019","15.971","15.585","16.030","15.555","111.24K","1.87%"
"07/16/2019","15.678","15.415","15.735","15.340","128.87K","2.04%"
"07/15/2019","15.365","15.240","15.430","15.185","67.64K","0.85%"
"07/12/2019","15.236","15.135","15.270","15.070","49.16K","0.59%"
"07/11/2019","15.146","15.265","15.345","15.120","60.63K","-0.53%"
"07/10/2019","15.226","15.135","15.315","15.070","73.72K","0.52%"
"07/09/2019","15.147","15.035","15.155","14.965","49.64K","0.64%"
"07/08/2019","15.050","15.050","15.150","14.985","47.62K","0.33%"
"07/05/2019","15.001","15.365","15.370","14.915","109.25K","0.00%"
"07/04/2019","15.001","15.365","15.370","14.915","109.25K","-2.18%"
"07/03/2019","15.336","15.370","15.510","15.240","66.80K","0.64%"
"07/02/2019","15.238","15.160","15.365","15.070","71.31K","0.30%"
"07/01/2019","15.193","15.315","15.345","15.155","70.00K","-0.96%"
"06/28/2019","15.341","15.300","15.385","15.245","57.10K","0.31%"
"06/27/2019","15.294","15.340","15.355","15.205","74.82K","0.00%"
"06/26/2019","15.294","15.345","15.355","15.160","93.66K","-0.04%"
"06/25/2019","15.300","15.440","15.505","15.255","142.47K","-0.50%"
"06/24/2019","15.377","15.355","15.455","15.285","115.90K","0.57%"
"06/21/2019","15.290","15.465","15.555","15.155","143.03K","-1.30%"
"06/20/2019","15.492","15.170","15.520","15.120","203.97K","3.57%"
"06/19/2019","14.958","14.995","15.170","14.905","88.34K","-0.23%"
"06/18/2019","14.993","14.830","15.080","14.800","106.33K","1.11%"
"06/17/2019","14.829","14.840","14.890","14.755","64.27K","0.18%"
"06/14/2019","14.803","14.890","15.120","14.775","115.81K","-0.60%"
"06/13/2019","14.892","14.760","14.925","14.720","76.05K","0.94%"
"06/12/2019","14.753","14.725","14.860","14.710","71.98K","0.09%"
"06/11/2019","14.740","14.685","14.785","14.630","79.80K","0.69%"
"06/10/2019","14.639","15.005","15.010","14.625","94.69K","-2.61%"
"06/07/2019","15.031","14.890","15.150","14.840","104.80K","0.85%"
"06/06/2019","14.905","14.795","14.995","14.730","80.74K","0.77%"
"06/05/2019","14.791","14.815","15.040","14.755","132.02K","0.15%"
"06/04/2019","14.769","14.780","14.850","14.645","96.39K","0.20%"
"06/03/2019","14.740","14.575","14.825","14.565","112.12K","1.19%"
"05/31/2019","14.567","14.490","14.670","14.460","88.36K","0.52%"
"05/30/2019","14.491","14.390","14.555","14.340","58.64K","0.56%"
"05/29/2019","14.411","14.325","14.450","14.320","72.67K","0.64%"
"05/28/2019","14.320","14.545","14.610","14.265","105.61K","0.00%"
"05/27/2019","14.320","14.545","14.610","14.265","105.61K","-1.61%"
"05/24/2019","14.555","14.575","14.595","14.520","40.68K","-0.40%"
"05/23/2019","14.613","14.430","14.635","14.400","68.45K","1.14%"
"05/22/2019","14.449","14.425","14.480","14.370","36.91K","0.27%"
"05/21/2019","14.410","14.425","14.450","14.350","47.47K","-0.24%"
"05/20/2019","14.445","14.415","14.460","14.355","44.60K","0.40%"
"05/17/2019","14.388","14.545","14.545","14.380","63.19K","-1.04%"
"05/16/2019","14.539","14.790","14.825","14.515","69.18K","-1.84%"
"05/15/2019","14.812","14.805","14.865","14.765","43.23K","0.00%"
"05/14/2019","14.812","14.790","14.865","14.745","47.64K","0.24%"
"05/13/2019","14.777","14.760","14.815","14.615","63.99K","-0.09%"
"05/10/2019","14.790","14.800","14.850","14.740","45.82K","0.12%"
"05/09/2019","14.773","14.850","14.870","14.705","59.56K","-0.60%"
"05/08/2019","14.862","14.940","14.990","14.835","53.11K","-0.43%"
"05/07/2019","14.926","14.940","14.955","14.810","55.91K","-0.01%"
"05/06/2019","14.927","14.930","14.945","14.770","64.55K","-0.34%"
"05/03/2019","14.978","14.645","14.995","14.600","84.55K","2.47%"
"05/02/2019","14.617","14.710","14.735","14.570","64.59K","-0.76%"
"05/01/2019","14.729","14.960","14.965","14.620","85.72K","-1.70%"
"04/30/2019","14.984","14.980","15.040","14.835","62.08K","0.34%"
"04/29/2019","14.933","15.075","15.100","14.905","65.25K","-1.03%"
"04/26/2019","15.088","14.995","15.120","14.925","52.26K","1.40%"
"04/25/2019","14.879","14.880","14.975","14.815","68.61K","-0.25%"
"04/24/2019","14.916","14.770","14.960","14.740","84.04K","0.85%"
"04/23/2019","14.791","14.985","14.995","14.700","86.03K","-1.23%"
"04/22/2019","14.975","14.985","15.040","14.945","46.63K","0.13%"
"04/18/2019","14.955","14.935","14.990","14.895","59.16K","0.11%"
"04/17/2019","14.939","14.960","15.055","14.880","78.51K","0.16%"
"04/16/2019","14.915","14.950","14.970","14.830","71.05K","-0.40%"
"04/15/2019","14.975","14.925","14.990","14.795","76.16K","0.08%"
"04/12/2019","14.963","14.940","15.065","14.900","70.74K","0.65%"
"04/11/2019","14.867","15.190","15.215","14.845","106.24K","-2.47%"
"04/10/2019","15.244","15.185","15.265","15.115","63.27K","0.22%"
"04/09/2019","15.211","15.225","15.310","15.180","61.10K","-0.03%"
"04/08/2019","15.216","15.110","15.275","15.090","55.23K","0.86%"
"04/05/2019","15.086","15.110","15.180","15.040","66.86K","0.01%"
"04/04/2019","15.084","15.125","15.150","14.860","74.19K","-0.12%"
"04/03/2019","15.102","15.090","15.160","15.000","59.92K","0.27%"
"04/02/2019","15.061","15.075","15.090","14.905","69.93K","-0.25%"
"04/01/2019","15.099","15.090","15.190","15.030","66.02K","-0.07%"
"03/29/2019","15.110","15.015","15.180","14.950","72.20K","0.91%"
"03/28/2019","14.973","15.290","15.315","14.955","86.59K","-2.12%"
"03/27/2019","15.298","15.460","15.475","15.255","58.95K","-0.85%"
"03/26/2019","15.429","15.530","15.560","15.390","53.10K","-0.89%"
"03/25/2019","15.567","15.410","15.590","15.400","50.18K","1.04%"
"03/22/2019","15.407","15.465","15.550","15.365","53.66K","-0.19%"
"03/21/2019","15.437","15.540","15.650","15.380","72.41K","0.78%"
"03/20/2019","15.318","15.345","15.565","15.265","65.90K","-0.35%"
"03/19/2019","15.372","15.350","15.450","15.320","39.61K","0.33%"
"03/18/2019","15.322","15.245","15.425","15.220","44.45K","-0.01%"
"03/15/2019","15.324","15.185","15.390","15.175","58.86K","1.01%"
"03/14/2019","15.171","15.440","15.450","15.135","69.84K","-1.84%"
"03/13/2019","15.456","15.480","15.550","15.435","46.36K","0.28%"
"03/12/2019","15.413","15.325","15.490","15.320","53.98K","0.91%"
"03/11/2019","15.274","15.350","15.365","15.225","47.79K","-0.49%"
"03/08/2019","15.349","15.040","15.385","15.035","73.17K","2.05%"
"03/07/2019","15.040","15.115","15.130","14.985","61.27K","-0.30%"
"03/06/2019","15.085","15.135","15.175","15.055","56.77K","-0.13%"
"03/05/2019","15.105","15.125","15.175","15.060","67.84K","0.00%"
"03/04/2019","15.105","15.270","15.295","15.075","90.70K","-0.99%"
"03/01/2019","15.256","15.655","15.655","15.165","102.86K","-2.42%"
"02/28/2019","15.634","15.765","15.860","15.605","65.41K","-0.84%"
"02/27/2019","15.766","15.970","16.010","15.735","69.16K","-0.42%"
"02/26/2019","15.832","15.855","15.890","15.740","60.81K","0.01%"
"02/25/2019","15.830","15.920","15.960","15.805","66.89K","-0.53%"
"02/22/2019","15.914","15.770","15.935","15.770","68.14K","0.72%"
"02/21/2019","15.801","15.970","16.015","15.750","101.00K","-2.32%"
"02/20/2019","16.177","16.035","16.195","15.965","114.10K","1.02%"
"02/19/2019","16.013","15.820","16.020","15.790","0.18K","0.29%"
"02/18/2019","15.967","15.785","15.980","15.715","115.09K","1.42%"
"02/15/2019","15.743","15.540","15.775","15.525","71.50K","1.38%"
"02/14/2019","15.528","15.585","15.650","15.445","80.46K","-0.79%"
"02/13/2019","15.652","15.715","15.800","15.520","77.48K","-0.24%"
"02/12/2019","15.690","15.690","15.820","15.650","60.67K","-0.32%"
"02/11/2019","15.740","15.860","15.875","15.750","0.01K","-0.44%"
"02/08/2019","15.809","15.690","15.860","15.650","52.06K","0.61%"
"02/07/2019","15.713","15.650","15.750","15.635","58.37K","0.08%"
"02/06/2019","15.701","15.825","15.860","15.640","53.18K","-0.85%"
"02/05/2019","15.836","15.880","15.930","15.815","44.22K","-0.31%"
"02/04/2019","15.886","15.865","15.920","15.685","60.37K","-0.28%"
"02/01/2019","15.931","16.005","16.075","15.900","69.77K","-0.88%"
"01/31/2019","16.072","16.030","16.200","16.005","80.26K","0.91%"
"01/30/2019","15.927","15.895","16.120","15.860","80.54K","0.56%"
"01/29/2019","15.839","15.740","15.925","15.725","60.00K","0.47%"
"01/28/2019","15.765","15.785","15.830","15.610","57.72K","0.42%"
"01/25/2019","15.699","15.305","15.765","15.300","80.95K","2.61%"
"01/24/2019","15.300","15.385","15.385","15.245","47.64K","-0.52%"
"01/23/2019","15.380","15.380","15.445","15.275","56.86K","0.36%"
"01/22/2019","15.325","15.375","15.385","15.195","82.30K","0.00%"
"01/21/2019","15.325","15.365","15.375","15.195","82.30K","-0.48%"
"01/18/2019","15.399","15.545","15.605","15.350","55.59K","-0.88%"
"01/17/2019","15.536","15.625","15.635","15.480","54.25K","-0.65%"
"01/16/2019","15.638","15.610","15.685","15.520","49.14K","0.12%"
"01/15/2019","15.620","15.715","15.735","15.575","61.68K","-0.42%"
"01/14/2019","15.686","15.680","15.700","15.585","48.11K","0.19%"
"01/11/2019","15.656","15.685","15.780","15.590","65.33K","0.08%"
"01/10/2019","15.643","15.745","15.830","15.585","63.41K","-0.58%"
"01/09/2019","15.735","15.725","15.825","15.630","78.69K","0.14%"
"01/08/2019","15.713","15.670","15.740","15.560","64.41K","-0.27%"
"01/07/2019","15.756","15.825","15.880","15.680","54.18K","-0.19%"
"01/04/2019","15.786","15.880","15.910","15.645","99.94K","-0.07%"
"01/03/2019","15.797","15.650","15.815","15.590","90.48K","0.95%"
"01/02/2019","15.649","15.550","15.680","15.385","89.23K","0.70%"
"12/31/2018","15.540","15.430","15.575","15.415","53.73K","0.67%"
"12/28/2018","15.436","15.340","15.460","15.305","60.78K","0.82%"
"12/27/2018","15.310","15.065","15.335","15.005","78.86K","1.24%"
"12/26/2018","15.123","14.875","15.250","14.780","76.66K","2.04%"
"12/24/2018","14.820","14.740","14.875","14.725","30.11K","0.80%"
"12/21/2018","14.702","14.840","14.845","14.665","52.33K","-1.12%"
"12/20/2018","14.869","14.665","14.915","14.620","76.60K","0.34%"
"12/19/2018","14.818","14.725","14.900","14.615","70.30K","0.80%"
"12/18/2018","14.701","14.745","14.790","14.680","45.55K","-0.39%"
"12/17/2018","14.759","14.635","14.775","14.620","42.58K","0.83%"
"12/14/2018","14.637","14.795","14.795","14.560","66.41K","-1.47%"
"12/13/2018","14.855","14.845","14.900","14.765","50.19K","0.03%"
"12/12/2018","14.851","14.710","14.895","14.630","65.80K","1.52%"
"12/11/2018","14.628","14.645","14.820","14.605","75.44K","0.16%"
"12/10/2018","14.605","14.700","14.720","14.565","53.62K","-0.62%"
"12/07/2018","14.696","14.520","14.735","14.510","65.07K","1.29%"
"12/06/2018","14.509","14.565","14.570","14.415","64.48K","-0.50%"
"12/05/2018","14.582","14.560","14.615","14.490","32.86K","-0.40%"
"12/04/2018","14.640","14.530","14.745","14.505","76.61K","0.97%"
"12/03/2018","14.499","14.345","14.645","14.345","96.84K","1.98%"
"11/30/2018","14.217","14.375","14.410","14.115","78.67K","-1.28%"
"11/29/2018","14.402","14.420","14.470","14.340","78.09K","0.54%"
